project_id,created_date,due_date,completed_date,department,content_type,complexity,workflow,prompt_template,pages,actual_hours,baseline_hours,hours_saved,actual_cost_inr,baseline_cost_inr,cost_saved_inr,revisions,first_pass_approved,quality_score,on_time,status
PUB-0698,2026-05-04,2026-05-16,2026-05-11,Production,E-book,Low,AI-Assisted,Structured v3,182,41.7,59.9,18.2,30062.23,43166.66,13104.43,1,No,87.8,Yes,Completed
PUB-0699,2025-09-28,2025-10-04,2025-09-30,Digital Learning,School Textbook,Medium,Manual,Manual / NA,10,5.7,5.7,0.0,5096.68,5126.18,29.5,1,No,86.4,Yes,Completed
PUB-0700,2025-06-21,2025-06-28,2025-06-23,Production,Illustration,Medium,AI-Assisted,Editorial QA,46,17.2,24.0,6.8,13393.12,18685.21,5292.09,0,Yes,82.5,Yes,Completed
PUB-0701,2025-12-28,2026-01-10,2026-01-04,Editorial,Workbook,Medium,AI-Assisted,Editorial QA,160,40.6,67.1,26.5,39377.95,65082.04,25704.09,1,No,90.7,Yes,Completed
PUB-0702,2026-03-18,2026-03-26,2026-03-19,Design,Illustration,High,AI-Assisted,Visual Brief,17,8.0,12.4,4.4,8796.89,13644.72,4847.83,0,Yes,99,Yes,Completed
PUB-0703,2025-12-24,2026-01-02,2025-12-31,Digital Learning,Workbook,Low,AI-Assisted,Visual Brief,87,22.6,34.8,12.2,24116.14,37110.9,12994.76,2,No,76.9,Yes,Completed
PUB-0704,2025-01-09,2025-01-14,2025-01-11,Design,Illustration,Medium,AI-Assisted,Structured v3,41,11.5,20.8,9.3,9132.49,16479.92,7347.43,0,Yes,85.0,Yes,Completed
PUB-0705,2025-10-17,2025-10-30,2025-10-20,Digital Learning,School Textbook,Medium,AI-Assisted,Structured v3,98,19.1,35.3,16.2,15759.58,29121.27,13361.69,0,Yes,94.1,Yes,Completed
PUB-0706,2025-03-30,2025-04-13,2025-04-04,Production,School Textbook,Medium,Manual,Manual / NA,118,41.2,44.6,3.4,36527.46,39520.09,2992.63,0,Yes,78.7,Yes,Completed
PUB-0707,2026-03-09,2026-03-18,2026-03-13,Design,E-book,Medium,Manual,Manual / NA,85,32.7,33.8,1.1,35576.49,36817.59,1241.1,0,Yes,91.0,Yes,Completed
PUB-0708,2025-07-24,2025-08-09,2025-07-30,Editorial,School Textbook,Low,AI-Assisted,Editorial QA,147,43.6,64.1,20.5,30433.72,44773.07,14339.35,0,Yes,96.2,Yes,Completed
PUB-0709,2026-01-02,2026-01-08,2026-01-06,Design,Workbook,High,AI-Assisted,Few-shot v2,15,4.8,7.2,2.4,3332.23,5028.26,1696.03,3,No,85.9,Yes,Completed
PUB-0710,2025-10-28,2025-11-16,2025-11-06,Editorial,E-book,High,AI-Assisted,Editorial QA,126,54.3,91.9,37.6,36770.5,62224.45,25453.95,2,No,78.7,Yes,Completed
PUB-0711,2025-04-10,2025-04-17,2025-04-11,Digital Learning,Assessment,Medium,AI-Assisted,Visual Brief,19,6.4,9.7,3.3,4329.66,6534.44,2204.78,0,Yes,94.6,Yes,Completed
PUB-0712,2025-06-08,2025-06-16,2025-06-11,Editorial,Workbook,High,Manual,Manual / NA,9,5.4,5.9,0.5,3691.28,4037.72,346.44,2,No,88.9,Yes,Completed
PUB-0713,2025-04-17,2025-04-24,2025-04-18,Design,Illustration,Medium,AI-Assisted,Structured v3,19,4.6,8.9,4.3,3530.33,6801.23,3270.9,0,Yes,88.5,Yes,Completed
PUB-0714,2026-03-19,2026-03-30,,Editorial,School Textbook,Low,AI-Assisted,Editorial QA,69,18.1,29.6,11.5,16074.23,26287.81,10213.58,0,,96.6,,In Progress
PUB-0715,2026-05-20,2026-06-04,,Design,Workbook,Medium,AI-Assisted,Editorial QA,126,27.8,57.1,29.3,24423.44,50196.65,25773.21,0,,93.7,,In Review
PUB-0716,2026-04-01,2026-04-19,2026-04-10,Editorial,E-book,High,Manual,Manual / NA,127,68.1,77.3,9.2,49655.61,56330.84,6675.23,0,Yes,85.3,Yes,Completed
PUB-0717,2026-06-22,2026-07-06,2026-06-30,Design,School Textbook,Medium,AI-Assisted,Few-shot v2,192,60.7,88.5,27.8,43705.19,63742.27,20037.08,0,Yes,82.2,Yes,Completed
PUB-0718,2026-04-29,2026-05-14,2026-05-04,Production,School Textbook,Medium,AI-Assisted,Few-shot v2,176,38.1,68.4,30.3,42961.46,77095.2,34133.74,0,Yes,78.5,Yes,Completed
PUB-0719,2025-01-31,2025-02-16,,Digital Learning,School Textbook,Medium,AI-Assisted,Structured v3,181,68.3,95.4,27.1,72007.17,100598.75,28591.58,0,,90.0,,In Review
PUB-0720,2026-03-07,2026-03-22,2026-03-14,Digital Learning,School Textbook,Low,AI-Assisted,Structured v3,199,53.9,86.1,32.2,57691.31,92208.51,34517.2,0,Yes,99,Yes,Completed
