ticket_id,student_key,created_at,month,department,program_level,query_type,channel,priority,assigned_agent,status,resolution_hours,sla_target_hours,sla_met,first_contact_resolved,reopened,csat_score,academic_year
QRY-00556,STU-96705,2025-01-28 10:32,2025-01,Humanities,UG,Scholarship,Phone,Medium,Agent B,Closed,19.4,48,Yes,No,No,4,2024-25
QRY-00557,STU-42290,2025-05-18 09:24,2025-05,Humanities,UG,Examination,Service Desk,Medium,Agent A,Resolved,17.3,48,Yes,No,No,4,2024-25
QRY-00558,STU-67527,2025-01-12 10:33,2025-01,Computer Applications,UG,Document Update,Walk-in,Medium,Agent E,Resolved,12.8,48,Yes,Yes,No,4,2024-25
QRY-00559,STU-65061,2026-06-04 14:18,2026-06,Management,UG,Results,Walk-in,Medium,Agent B,Resolved,23.4,48,Yes,Yes,No,3,2024-25
QRY-00560,STU-74504,2025-06-18 12:43,2025-06,Humanities,PG,Enrollment,Service Desk,Medium,Agent F,Resolved,11.6,48,Yes,No,No,3,2024-25
QRY-00561,STU-45682,2025-04-26 13:26,2025-04,Engineering,PG,Examination,Service Desk,Medium,Agent B,Resolved,21.9,48,Yes,Yes,No,4,2024-25
QRY-00562,STU-75115,2025-11-06 11:05,2025-11,Engineering,UG,Scholarship,Service Desk,High,Agent B,Resolved,12.6,24,Yes,No,Yes,5,2025-26
QRY-00563,STU-35728,2026-04-26 13:19,2026-04,Commerce,PG,Results,Email,Medium,Agent D,Resolved,16.9,48,Yes,Yes,No,4,2024-25
QRY-00564,STU-87564,2026-03-22 09:05,2026-03,Humanities,UG,Enrollment,Student Portal,Medium,Agent C,Resolved,29.9,48,Yes,No,No,2,2024-25
QRY-00565,STU-65258,2025-10-22 14:34,2025-10,Engineering,PG,Examination,Walk-in,Medium,Agent A,In Progress,,48,Open,No,No,,2025-26
QRY-00566,STU-98863,2026-02-24 14:20,2026-02,Commerce,Diploma,Document Update,Service Desk,High,Agent F,Closed,14.1,24,Yes,No,Yes,3,2024-25
QRY-00567,STU-12798,2026-03-27 12:01,2026-03,Management,PG,Enrollment,Email,Medium,Agent C,Resolved,13.2,48,Yes,Yes,No,4,2024-25
QRY-00568,STU-24835,2025-11-20 10:07,2025-11,Humanities,UG,Portal Access,Student Portal,Medium,Agent A,Resolved,19.3,48,Yes,Yes,No,5,2025-26
QRY-00569,STU-64925,2026-06-14 09:55,2026-06,Commerce,PG,Examination,Student Portal,Low,Agent A,In Progress,,72,Open,No,No,,2024-25
QRY-00570,STU-85631,2025-03-20 12:34,2025-03,Science,Diploma,Results,Email,Medium,Agent B,Resolved,15.5,48,Yes,No,No,5,2024-25
QRY-00571,STU-45902,2025-08-27 15:40,2025-08,Humanities,PG,Fee & Payment,Walk-in,Critical,Agent A,In Progress,,8,Open,No,No,,2025-26
QRY-00572,STU-84257,2026-03-24 15:54,2026-03,Science,Diploma,Examination,Student Portal,Medium,Agent B,Pending Student,,48,Open,No,No,,2024-25
QRY-00573,STU-84679,2026-01-13 15:45,2026-01,Computer Applications,PG,Results,Walk-in,Medium,Agent E,Closed,5.9,48,Yes,No,Yes,4,2024-25
QRY-00574,STU-39104,2026-02-03 16:06,2026-02,Computer Applications,UG,Results,Email,High,Agent D,Resolved,13.1,24,Yes,No,No,5,2024-25
QRY-00575,STU-43914,2026-05-11 10:46,2026-05,Commerce,Diploma,Fee & Payment,Student Portal,Medium,Agent B,Closed,22.1,48,Yes,Yes,No,2,2024-25
QRY-00576,STU-57598,2025-09-18 17:43,2025-09,Science,UG,Timetable,Student Portal,High,Agent E,Resolved,12.1,24,Yes,Yes,No,3,2025-26
QRY-00577,STU-81498,2026-05-20 16:18,2026-05,Engineering,Doctoral,Fee & Payment,Phone,High,Agent E,Resolved,22.7,24,Yes,Yes,No,4,2024-25
QRY-00578,STU-93644,2025-04-26 12:17,2025-04,Commerce,UG,Examination,Phone,High,Agent A,Resolved,17.1,24,Yes,No,No,5,2024-25
QRY-00579,STU-44241,2025-03-26 09:18,2025-03,Commerce,UG,Examination,Service Desk,Low,Agent E,Resolved,29.6,72,Yes,No,Yes,5,2024-25
QRY-00580,STU-68849,2026-03-28 10:03,2026-03,Computer Applications,UG,Enrollment,Walk-in,Medium,Agent B,Resolved,29.6,48,Yes,Yes,No,4,2024-25
QRY-00581,STU-98225,2025-06-18 16:42,2025-06,Commerce,Diploma,Scholarship,Student Portal,Critical,Agent D,Resolved,15.7,8,No,No,No,5,2024-25
QRY-00582,STU-61445,2025-06-21 12:57,2025-06,Management,PG,Timetable,Student Portal,Medium,Agent E,Resolved,14.0,48,Yes,Yes,No,5,2024-25
QRY-00583,STU-57196,2025-12-15 14:11,2025-12,Engineering,PG,Fee & Payment,Phone,Low,Agent B,Resolved,19.0,72,Yes,Yes,No,5,2025-26
QRY-00584,STU-43831,2025-07-08 16:37,2025-07,Computer Applications,UG,Timetable,Walk-in,Medium,Agent D,Resolved,22.0,48,Yes,Yes,No,2,2025-26
QRY-00585,STU-69086,2025-05-25 11:22,2025-05,Computer Applications,PG,Examination,Service Desk,Medium,Agent E,Resolved,15.5,48,Yes,Yes,No,4,2024-25
QRY-00586,STU-72088,2025-02-03 09:40,2025-02,Engineering,UG,Fee & Payment,Service Desk,Medium,Agent A,Closed,24.5,48,Yes,Yes,No,5,2024-25
QRY-00587,STU-83399,2026-03-27 17:03,2026-03,Humanities,UG,Results,Phone,High,Agent A,Closed,17.0,24,Yes,Yes,No,2,2024-25
QRY-00588,STU-24399,2025-05-25 11:10,2025-05,Commerce,PG,Portal Access,Service Desk,Medium,Agent F,Closed,11.5,48,Yes,Yes,No,5,2024-25
QRY-00589,STU-62402,2026-02-13 11:11,2026-02,Commerce,PG,Portal Access,Walk-in,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00590,STU-99393,2026-04-29 14:20,2026-04,Engineering,UG,Examination,Phone,Medium,Agent B,Resolved,22.2,48,Yes,Yes,No,5,2024-25
QRY-00591,STU-95805,2026-04-27 09:43,2026-04,Science,PG,Enrollment,Email,High,Agent B,Resolved,17.5,24,Yes,Yes,Yes,5,2024-25
QRY-00592,STU-81634,2025-05-23 14:23,2025-05,Science,PG,Timetable,Phone,Medium,Agent F,Resolved,27.3,48,Yes,No,No,5,2024-25
QRY-00593,STU-71061,2026-02-16 10:37,2026-02,Commerce,UG,Fee & Payment,Phone,Medium,Agent D,Closed,21.9,48,Yes,Yes,No,5,2024-25
QRY-00594,STU-36249,2025-03-31 14:03,2025-03,Engineering,UG,Examination,Service Desk,Medium,Agent B,Resolved,10.9,48,Yes,Yes,No,3,2024-25
QRY-00595,STU-56213,2025-03-27 16:22,2025-03,Commerce,UG,Portal Access,Email,High,Agent C,Closed,6.9,24,Yes,Yes,No,3,2024-25
QRY-00596,STU-47889,2025-08-16 13:34,2025-08,Humanities,UG,Examination,Phone,High,Agent F,Closed,10.3,24,Yes,No,No,3,2025-26
QRY-00597,STU-74244,2025-07-08 09:36,2025-07,Commerce,UG,Fee & Payment,Student Portal,Medium,Agent D,Closed,23.6,48,Yes,Yes,No,5,2025-26
QRY-00598,STU-23198,2025-05-10 15:41,2025-05,Management,UG,Results,Email,Medium,Agent D,Closed,28.5,48,Yes,Yes,No,4,2024-25
QRY-00599,STU-33906,2026-06-19 15:56,2026-06,Humanities,UG,Fee & Payment,Service Desk,Medium,Agent A,Resolved,14.9,48,Yes,No,No,5,2024-25
QRY-00600,STU-21737,2025-11-16 17:41,2025-11,Management,PG,Scholarship,Service Desk,Medium,Agent A,Closed,8.7,48,Yes,Yes,No,4,2025-26
QRY-00601,STU-26299,2025-08-17 12:24,2025-08,Computer Applications,PG,Fee & Payment,Email,Medium,Agent D,Closed,19.6,48,Yes,No,No,4,2025-26
QRY-00602,STU-33978,2025-10-20 11:07,2025-10,Science,PG,Examination,Phone,Medium,Agent E,Resolved,44.9,48,Yes,Yes,No,5,2025-26
QRY-00603,STU-61785,2025-03-15 17:05,2025-03,Computer Applications,UG,Timetable,Student Portal,Medium,Agent A,Resolved,9.0,48,Yes,No,No,3,2024-25
QRY-00604,STU-63372,2025-03-09 09:33,2025-03,Computer Applications,UG,Fee & Payment,Email,Low,Agent D,Resolved,26.0,72,Yes,No,No,5,2024-25
QRY-00605,STU-13356,2025-12-12 13:34,2025-12,Engineering,UG,Fee & Payment,Service Desk,Critical,Agent C,Closed,21.4,8,No,No,Yes,5,2025-26
QRY-00606,STU-59433,2026-03-31 11:18,2026-03,Engineering,Doctoral,Fee & Payment,Service Desk,High,Agent B,Closed,22.4,24,Yes,No,No,4,2024-25
QRY-00607,STU-94228,2025-10-23 11:08,2025-10,Management,UG,Document Update,Student Portal,Medium,Agent B,Closed,9.8,48,Yes,No,No,5,2025-26
QRY-00608,STU-62231,2025-04-21 17:20,2025-04,Humanities,PG,Scholarship,Phone,Medium,Agent A,Resolved,22.3,48,Yes,Yes,No,4,2024-25
QRY-00609,STU-85422,2025-01-06 16:46,2025-01,Engineering,Diploma,Results,Service Desk,High,Agent D,In Progress,,24,Open,No,No,,2024-25
QRY-00610,STU-12317,2025-11-23 13:04,2025-11,Computer Applications,UG,Document Update,Phone,Medium,Agent F,Resolved,19.3,48,Yes,Yes,No,3,2025-26
QRY-00611,STU-60624,2026-04-24 09:55,2026-04,Humanities,UG,Results,Walk-in,Medium,Agent C,Closed,36.1,48,Yes,No,No,5,2024-25
QRY-00612,STU-64101,2025-12-05 08:55,2025-12,Management,PG,Portal Access,Phone,Medium,Agent F,Closed,28.9,48,Yes,Yes,No,5,2025-26
QRY-00613,STU-23070,2026-04-16 09:56,2026-04,Humanities,UG,Portal Access,Email,Medium,Agent E,Closed,7.3,48,Yes,Yes,No,5,2024-25
QRY-00614,STU-78574,2025-04-24 12:24,2025-04,Engineering,UG,Portal Access,Email,Low,Agent F,Resolved,33.2,72,Yes,Yes,No,4,2024-25
QRY-00615,STU-53443,2026-01-21 13:13,2026-01,Humanities,Diploma,Timetable,Email,High,Agent E,Resolved,16.0,24,Yes,Yes,No,5,2024-25
QRY-00616,STU-14495,2026-05-20 14:33,2026-05,Engineering,UG,Timetable,Student Portal,Critical,Agent A,Resolved,15.3,8,No,Yes,No,5,2024-25
QRY-00617,STU-74044,2025-01-09 13:13,2025-01,Humanities,UG,Scholarship,Phone,Medium,Agent A,In Progress,,48,Open,No,No,,2024-25
QRY-00618,STU-75302,2025-06-21 14:48,2025-06,Humanities,UG,Enrollment,Email,Medium,Agent A,Resolved,35.9,48,Yes,No,No,2,2024-25
QRY-00619,STU-90095,2025-02-19 09:59,2025-02,Commerce,UG,Results,Service Desk,High,Agent A,Resolved,30.1,24,No,Yes,No,4,2024-25
QRY-00620,STU-46234,2025-04-30 13:39,2025-04,Science,PG,Timetable,Student Portal,Low,Agent E,Resolved,17.2,72,Yes,Yes,No,4,2024-25
QRY-00621,STU-62544,2026-03-10 10:05,2026-03,Science,UG,Document Update,Service Desk,High,Agent B,Resolved,17.1,24,Yes,Yes,No,4,2024-25
QRY-00622,STU-91237,2025-07-21 15:01,2025-07,Engineering,UG,Examination,Student Portal,Critical,Agent A,Closed,56.5,8,No,Yes,No,5,2025-26
QRY-00623,STU-11332,2025-08-13 14:03,2025-08,Engineering,UG,Fee & Payment,Phone,Medium,Agent D,Resolved,10.0,48,Yes,Yes,Yes,4,2025-26
QRY-00624,STU-30470,2025-11-01 09:16,2025-11,Computer Applications,PG,Fee & Payment,Service Desk,High,Agent A,Closed,8.4,24,Yes,No,No,5,2025-26
QRY-00625,STU-56814,2025-07-03 16:40,2025-07,Science,UG,Portal Access,Walk-in,Medium,Agent D,Resolved,4.4,48,Yes,No,No,2,2025-26
QRY-00626,STU-92967,2025-04-05 11:00,2025-04,Humanities,UG,Timetable,Service Desk,High,Agent C,Pending Student,,24,Open,No,No,,2024-25
QRY-00627,STU-51883,2025-06-21 09:32,2025-06,Engineering,UG,Enrollment,Service Desk,Medium,Agent A,Resolved,31.0,48,Yes,No,No,4,2024-25
QRY-00628,STU-62069,2025-01-29 15:46,2025-01,Computer Applications,UG,Results,Phone,High,Agent F,Resolved,13.4,24,Yes,Yes,No,5,2024-25
QRY-00629,STU-81657,2026-01-01 15:40,2026-01,Commerce,UG,Portal Access,Student Portal,Medium,Agent C,Closed,10.3,48,Yes,Yes,No,4,2024-25
QRY-00630,STU-54002,2026-06-08 14:36,2026-06,Commerce,UG,Enrollment,Service Desk,Medium,Agent C,In Progress,,48,Open,No,No,,2024-25
QRY-00631,STU-21133,2025-05-22 11:49,2025-05,Science,UG,Document Update,Student Portal,Medium,Agent E,Resolved,11.1,48,Yes,Yes,No,2,2024-25
QRY-00632,STU-77776,2026-02-10 11:03,2026-02,Commerce,Doctoral,Fee & Payment,Service Desk,Medium,Agent A,Resolved,18.9,48,Yes,Yes,No,3,2024-25
QRY-00633,STU-14707,2025-10-30 10:05,2025-10,Computer Applications,UG,Examination,Student Portal,Medium,Agent B,Resolved,22.1,48,Yes,Yes,No,5,2025-26
QRY-00634,STU-47117,2025-09-22 08:01,2025-09,Humanities,PG,Portal Access,Phone,Medium,Agent D,Closed,21.8,48,Yes,No,Yes,4,2025-26
QRY-00635,STU-65157,2025-02-21 10:25,2025-02,Computer Applications,UG,Enrollment,Email,Medium,Agent D,Resolved,11.8,48,Yes,Yes,No,5,2024-25
QRY-00636,STU-35499,2026-04-25 16:40,2026-04,Humanities,UG,Scholarship,Service Desk,Medium,Agent A,Resolved,19.6,48,Yes,No,No,4,2024-25
QRY-00637,STU-85019,2025-10-08 16:36,2025-10,Management,PG,Results,Student Portal,Medium,Agent D,Resolved,12.4,48,Yes,No,No,5,2025-26
QRY-00638,STU-70537,2025-10-30 10:13,2025-10,Engineering,Doctoral,Portal Access,Phone,Medium,Agent F,Resolved,25.9,48,Yes,Yes,No,3,2025-26
QRY-00639,STU-20444,2025-01-08 09:30,2025-01,Science,UG,Fee & Payment,Phone,High,Agent A,Closed,22.1,24,Yes,No,Yes,3,2024-25
QRY-00640,STU-74082,2025-03-13 13:59,2025-03,Engineering,UG,Fee & Payment,Walk-in,Medium,Agent F,Resolved,23.5,48,Yes,No,No,5,2024-25
QRY-00641,STU-80336,2026-05-12 09:41,2026-05,Management,Diploma,Enrollment,Student Portal,Low,Agent F,In Progress,,72,Open,No,No,,2024-25
QRY-00642,STU-53475,2025-08-01 11:20,2025-08,Management,UG,Timetable,Email,Medium,Agent E,Resolved,12.8,48,Yes,No,No,5,2025-26
QRY-00643,STU-80294,2025-10-03 15:44,2025-10,Computer Applications,Diploma,Examination,Email,Medium,Agent A,Resolved,34.6,48,Yes,No,Yes,1,2025-26
QRY-00644,STU-21014,2026-02-24 17:54,2026-02,Management,UG,Fee & Payment,Phone,Medium,Agent D,Closed,14.9,48,Yes,Yes,No,3,2024-25
QRY-00645,STU-78305,2025-10-31 14:27,2025-10,Science,UG,Fee & Payment,Email,Low,Agent B,Closed,29.1,72,Yes,Yes,No,4,2025-26
QRY-00646,STU-93342,2025-12-05 08:39,2025-12,Science,UG,Results,Walk-in,Medium,Agent D,Resolved,10.5,48,Yes,Yes,No,5,2025-26
QRY-00647,STU-34283,2026-01-10 12:54,2026-01,Science,Diploma,Examination,Email,Medium,Agent D,Resolved,18.9,48,Yes,Yes,No,5,2024-25
QRY-00648,STU-68684,2025-02-08 11:04,2025-02,Engineering,PG,Results,Phone,Medium,Agent D,Closed,49.9,48,No,Yes,No,2,2024-25
QRY-00649,STU-90010,2025-05-05 14:41,2025-05,Commerce,PG,Document Update,Phone,Medium,Agent C,Closed,16.1,48,Yes,No,No,4,2024-25
QRY-00650,STU-46921,2026-05-07 14:32,2026-05,Commerce,UG,Enrollment,Walk-in,Medium,Agent B,Resolved,28.5,48,Yes,Yes,No,5,2024-25
QRY-00651,STU-52043,2025-04-16 09:44,2025-04,Science,PG,Scholarship,Phone,Low,Agent C,Closed,33.9,72,Yes,No,Yes,5,2024-25
QRY-00652,STU-52627,2025-05-13 16:43,2025-05,Engineering,UG,Portal Access,Phone,High,Agent D,Resolved,8.5,24,Yes,Yes,No,5,2024-25
QRY-00653,STU-54103,2025-01-23 13:16,2025-01,Humanities,UG,Fee & Payment,Phone,High,Agent C,Resolved,19.6,24,Yes,No,No,4,2024-25
QRY-00654,STU-24752,2025-11-29 09:00,2025-11,Engineering,Doctoral,Scholarship,Student Portal,Medium,Agent F,Resolved,18.7,48,Yes,No,No,5,2025-26
QRY-00655,STU-99905,2025-08-06 08:20,2025-08,Commerce,Diploma,Examination,Student Portal,Medium,Agent C,Closed,13.1,48,Yes,Yes,No,5,2025-26
QRY-00656,STU-47673,2025-03-04 08:41,2025-03,Commerce,UG,Results,Walk-in,Medium,Agent A,Resolved,19.0,48,Yes,Yes,No,5,2024-25
QRY-00657,STU-81616,2025-01-12 10:57,2025-01,Engineering,UG,Scholarship,Student Portal,Low,Agent B,Resolved,15.2,72,Yes,Yes,No,3,2024-25
QRY-00658,STU-17611,2025-12-09 11:39,2025-12,Management,PG,Portal Access,Student Portal,Critical,Agent C,Resolved,5.9,8,Yes,Yes,No,3,2025-26
QRY-00659,STU-74578,2026-02-09 08:59,2026-02,Science,UG,Document Update,Service Desk,Medium,Agent B,Resolved,44.1,48,Yes,No,No,4,2024-25
QRY-00660,STU-32562,2026-05-14 12:57,2026-05,Engineering,UG,Fee & Payment,Student Portal,Low,Agent A,In Progress,,72,Open,No,No,,2024-25
QRY-00661,STU-71898,2025-05-29 17:13,2025-05,Humanities,UG,Fee & Payment,Phone,Low,Agent D,Resolved,22.4,72,Yes,No,Yes,5,2024-25
QRY-00662,STU-69111,2025-08-23 17:37,2025-08,Computer Applications,PG,Fee & Payment,Service Desk,Low,Agent C,Resolved,49.7,72,Yes,No,No,4,2025-26
QRY-00663,STU-70886,2025-02-11 16:56,2025-02,Science,Doctoral,Document Update,Email,Medium,Agent A,Resolved,21.1,48,Yes,No,Yes,5,2024-25
QRY-00664,STU-91789,2025-01-15 11:47,2025-01,Engineering,UG,Fee & Payment,Email,Medium,Agent F,Resolved,28.7,48,Yes,No,No,4,2024-25
QRY-00665,STU-75068,2025-10-10 09:00,2025-10,Management,Diploma,Enrollment,Service Desk,Medium,Agent C,Resolved,17.4,48,Yes,No,No,3,2025-26
QRY-00666,STU-55181,2026-04-21 15:28,2026-04,Humanities,UG,Examination,Student Portal,Medium,Agent C,Resolved,2.9,48,Yes,No,Yes,3,2024-25
QRY-00667,STU-59100,2025-11-18 16:02,2025-11,Science,PG,Portal Access,Service Desk,Low,Agent E,Resolved,10.6,72,Yes,Yes,No,4,2025-26
QRY-00668,STU-46024,2025-11-06 15:18,2025-11,Humanities,UG,Timetable,Student Portal,High,Agent E,Resolved,21.9,24,Yes,Yes,No,5,2025-26
QRY-00669,STU-45672,2025-02-28 16:09,2025-02,Science,UG,Timetable,Student Portal,High,Agent E,In Progress,,24,Open,No,No,,2024-25
QRY-00670,STU-26731,2026-03-19 08:14,2026-03,Engineering,UG,Examination,Email,Critical,Agent B,Closed,8.7,8,No,No,No,4,2024-25
QRY-00671,STU-54459,2026-04-17 15:20,2026-04,Management,PG,Document Update,Email,Medium,Agent F,Closed,13.9,48,Yes,Yes,No,4,2024-25
QRY-00672,STU-27321,2025-12-23 12:49,2025-12,Engineering,UG,Results,Service Desk,Medium,Agent E,Resolved,17.5,48,Yes,No,No,4,2025-26
QRY-00673,STU-85015,2025-05-29 09:53,2025-05,Humanities,Diploma,Results,Student Portal,Low,Agent F,In Progress,,72,Open,No,No,,2024-25
QRY-00674,STU-39558,2025-11-23 09:50,2025-11,Humanities,PG,Results,Phone,High,Agent B,Resolved,17.5,24,Yes,No,No,5,2025-26
QRY-00675,STU-21049,2025-10-03 17:01,2025-10,Science,UG,Scholarship,Email,Low,Agent D,Resolved,49.3,72,Yes,Yes,No,4,2025-26
QRY-00676,STU-34056,2025-01-03 15:55,2025-01,Management,PG,Enrollment,Email,Medium,Agent F,Closed,81.3,48,No,No,No,5,2024-25
QRY-00677,STU-97967,2025-10-28 16:26,2025-10,Engineering,UG,Results,Student Portal,Medium,Agent F,Resolved,21.7,48,Yes,Yes,No,5,2025-26
QRY-00678,STU-58149,2026-04-28 12:32,2026-04,Humanities,Diploma,Examination,Service Desk,Medium,Agent D,Resolved,10.5,48,Yes,Yes,No,4,2024-25
QRY-00679,STU-74401,2025-09-18 13:15,2025-09,Engineering,UG,Timetable,Phone,Medium,Agent F,Resolved,24.7,48,Yes,No,No,3,2025-26
QRY-00680,STU-14557,2025-03-26 14:56,2025-03,Computer Applications,PG,Fee & Payment,Student Portal,High,Agent E,Closed,14.4,24,Yes,Yes,No,5,2024-25
QRY-00681,STU-99444,2026-04-11 14:00,2026-04,Management,Doctoral,Timetable,Student Portal,Medium,Agent D,Pending Student,,48,Open,No,No,,2024-25
QRY-00682,STU-16985,2025-10-21 16:46,2025-10,Management,UG,Portal Access,Service Desk,Low,Agent A,Resolved,11.4,72,Yes,No,No,5,2025-26
QRY-00683,STU-85502,2026-05-31 08:47,2026-05,Humanities,UG,Results,Phone,Medium,Agent D,Closed,28.3,48,Yes,Yes,No,5,2024-25
QRY-00684,STU-59951,2025-12-21 16:47,2025-12,Commerce,PG,Document Update,Service Desk,Medium,Agent B,Resolved,21.0,48,Yes,Yes,No,5,2025-26
QRY-00685,STU-97013,2025-03-09 15:49,2025-03,Humanities,UG,Results,Service Desk,Medium,Agent B,Closed,28.0,48,Yes,Yes,No,3,2024-25
QRY-00686,STU-24832,2025-02-27 10:14,2025-02,Humanities,PG,Portal Access,Email,Medium,Agent C,Closed,17.7,48,Yes,Yes,No,4,2024-25
QRY-00687,STU-27000,2025-03-08 16:03,2025-03,Management,UG,Portal Access,Student Portal,Medium,Agent E,Resolved,12.5,48,Yes,Yes,No,5,2024-25
QRY-00688,STU-92667,2025-05-31 14:49,2025-05,Commerce,UG,Enrollment,Email,Medium,Agent C,Resolved,21.8,48,Yes,Yes,No,1,2024-25
QRY-00689,STU-41731,2025-09-28 11:13,2025-09,Engineering,UG,Scholarship,Student Portal,Medium,Agent C,Closed,20.0,48,Yes,Yes,No,5,2025-26
QRY-00690,STU-91931,2026-01-20 17:54,2026-01,Engineering,UG,Examination,Walk-in,Medium,Agent F,Resolved,20.0,48,Yes,No,No,2,2024-25
QRY-00691,STU-59671,2025-11-22 15:07,2025-11,Engineering,UG,Portal Access,Service Desk,High,Agent A,Resolved,19.9,24,Yes,Yes,No,4,2025-26
QRY-00692,STU-47772,2025-01-12 14:09,2025-01,Computer Applications,UG,Portal Access,Email,Medium,Agent A,Resolved,34.6,48,Yes,Yes,No,5,2024-25
QRY-00693,STU-13756,2025-12-02 15:43,2025-12,Engineering,PG,Timetable,Phone,High,Agent E,Resolved,14.0,24,Yes,Yes,No,2,2025-26
QRY-00694,STU-18356,2025-05-14 15:15,2025-05,Humanities,UG,Enrollment,Phone,Medium,Agent F,Resolved,27.4,48,Yes,Yes,No,3,2024-25
QRY-00695,STU-43136,2026-06-02 16:00,2026-06,Engineering,PG,Results,Student Portal,High,Agent C,Resolved,9.5,24,Yes,Yes,No,4,2024-25
QRY-00696,STU-93520,2025-08-07 14:19,2025-08,Science,UG,Portal Access,Phone,Medium,Agent C,Closed,22.2,48,Yes,Yes,No,4,2025-26
QRY-00697,STU-73232,2025-11-16 08:57,2025-11,Humanities,UG,Enrollment,Service Desk,Medium,Agent B,Resolved,25.4,48,Yes,No,No,4,2025-26
QRY-00698,STU-66736,2025-09-29 09:55,2025-09,Science,UG,Scholarship,Email,Low,Agent E,Closed,24.6,72,Yes,No,No,3,2025-26
QRY-00699,STU-67121,2025-08-21 13:23,2025-08,Management,UG,Portal Access,Phone,Medium,Agent A,Resolved,28.7,48,Yes,Yes,No,4,2025-26
QRY-00700,STU-34973,2026-05-22 17:38,2026-05,Management,PG,Fee & Payment,Email,High,Agent F,Closed,14.6,24,Yes,No,No,5,2024-25
QRY-00701,STU-26076,2025-05-07 14:21,2025-05,Computer Applications,PG,Scholarship,Service Desk,High,Agent F,Resolved,13.8,24,Yes,No,Yes,4,2024-25
QRY-00702,STU-24209,2025-09-21 08:02,2025-09,Science,UG,Scholarship,Student Portal,Medium,Agent A,Resolved,18.8,48,Yes,No,No,5,2025-26
QRY-00703,STU-44633,2025-06-22 14:43,2025-06,Science,PG,Examination,Phone,Medium,Agent F,Resolved,13.5,48,Yes,No,No,5,2024-25
QRY-00704,STU-31890,2025-05-31 14:14,2025-05,Commerce,UG,Results,Service Desk,High,Agent D,Closed,5.8,24,Yes,Yes,No,3,2024-25
QRY-00705,STU-53869,2025-09-11 16:07,2025-09,Humanities,Doctoral,Document Update,Student Portal,Medium,Agent A,Resolved,7.0,48,Yes,Yes,Yes,4,2025-26
QRY-00706,STU-63329,2025-07-04 13:25,2025-07,Humanities,UG,Document Update,Student Portal,High,Agent E,Closed,21.9,24,Yes,Yes,No,4,2025-26
QRY-00707,STU-33637,2026-03-04 09:06,2026-03,Engineering,UG,Examination,Email,Medium,Agent E,In Progress,,48,Open,No,No,,2024-25
QRY-00708,STU-14268,2025-03-27 08:27,2025-03,Science,PG,Timetable,Student Portal,High,Agent A,Closed,14.0,24,Yes,No,No,3,2024-25
QRY-00709,STU-36748,2025-10-24 16:43,2025-10,Science,UG,Results,Email,High,Agent F,Resolved,13.9,24,Yes,Yes,Yes,4,2025-26
QRY-00710,STU-34345,2025-07-16 09:29,2025-07,Computer Applications,PG,Results,Walk-in,Medium,Agent F,Closed,50.7,48,No,Yes,No,5,2025-26
QRY-00711,STU-55553,2025-03-17 15:35,2025-03,Science,Diploma,Results,Walk-in,Medium,Agent B,Closed,18.6,48,Yes,Yes,No,5,2024-25
QRY-00712,STU-24005,2026-01-05 13:08,2026-01,Science,UG,Results,Student Portal,Medium,Agent E,Resolved,37.3,48,Yes,Yes,No,5,2024-25
QRY-00713,STU-53069,2026-06-01 09:47,2026-06,Commerce,Diploma,Results,Email,Medium,Agent F,Closed,17.2,48,Yes,Yes,No,2,2024-25
QRY-00714,STU-88818,2025-05-09 15:58,2025-05,Engineering,UG,Portal Access,Phone,Medium,Agent F,Closed,27.2,48,Yes,Yes,No,3,2024-25
QRY-00715,STU-46562,2025-02-26 09:01,2025-02,Management,PG,Results,Email,High,Agent B,Resolved,11.2,24,Yes,No,Yes,4,2024-25
QRY-00716,STU-81610,2026-03-23 11:22,2026-03,Commerce,UG,Document Update,Email,High,Agent E,Resolved,18.8,24,Yes,Yes,No,3,2024-25
QRY-00717,STU-96792,2026-05-01 14:17,2026-05,Humanities,Diploma,Examination,Service Desk,Medium,Agent B,Resolved,50.4,48,No,Yes,No,4,2024-25
QRY-00718,STU-90348,2025-07-01 10:21,2025-07,Engineering,Diploma,Portal Access,Email,Medium,Agent D,Resolved,49.1,48,No,Yes,No,4,2025-26
QRY-00719,STU-73600,2025-12-23 13:01,2025-12,Commerce,UG,Portal Access,Service Desk,Medium,Agent D,Resolved,16.4,48,Yes,No,No,5,2025-26
QRY-00720,STU-65616,2025-01-18 09:26,2025-01,Commerce,UG,Fee & Payment,Email,Medium,Agent C,Pending Student,,48,Open,No,No,,2024-25
